id,season,pa,avg,babip,bb_rate,k_rate,sprint_speed,swstr,oswing,zswing,swing,ocontact,zcontact,contact,ld,gb,fb,iffb,hr_fb,pull,oppo,hard,team_- - -,team_ARI,team_ATL,team_BAL,team_BOS,team_CHC,team_CHW,team_CIN,team_CLE,team_COL,team_DET,team_HOU,team_KCR,team_LAA,team_LAD,team_MIA,team_MIL,team_MIN,team_NYM,team_NYY,team_OAK,team_PHI,team_PIT,team_SDP,team_SEA,team_SFG,team_STL,team_TBR,team_TEX,team_TOR,team_WSN,player_id,pred_babip,raw_ba,raw_ba_model,plate_score,contact_score,baa_raw,BAA
17350,2022,614,0.295,0.329,0.081,0.186,3.1,0.142,0.4029999999999999,0.773,0.545,0.662,0.804,0.74,0.203,0.422,0.375,0.114,0.163,0.34,0.266,0.356,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,0.2942386259405661,0.295,0.295,0.023133276421019776,-0.0023922691951230057,0.02074100722589677,104.34946067329548
13611,2018,614,0.346,0.368,0.132,0.148,7.0,0.05,0.198,0.57,0.356,0.706,0.93,0.8590000000000001,0.212,0.3389999999999999,0.449,0.092,0.1639999999999999,0.472,0.18,0.445,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,0.3101205902436822,0.346,0.346,0.02266110590514276,0.018362364755278728,0.04102347066042149,108.6027631337407
4892,2015,614,0.284,0.294,0.07,0.124,1.9,0.071,0.33,0.6559999999999999,0.472,0.752,0.914,0.85,0.188,0.3989999999999999,0.414,0.153,0.1119999999999999,0.392,0.2739999999999999,0.315,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,189,0.2661945994357088,0.284,0.284,0.005599277085418513,-0.03363701384624953,-0.028037736760831017,94.12039000414684
745,2015,614,0.273,0.264,0.125,0.155,0.9,0.098,0.283,0.7190000000000001,0.456,0.6559999999999999,0.8540000000000001,0.78,0.2239999999999999,0.367,0.41,0.066,0.204,0.4429999999999999,0.213,0.419,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,213,0.291864476560019,0.273,0.273,0.024262027083054853,0.0019970795819747172,0.02625910666502957,105.50662513693229
2136,2018,614,0.293,0.328,0.078,0.2019999999999999,4.2,0.105,0.318,0.695,0.48,0.675,0.847,0.782,0.201,0.507,0.292,0.055,0.2339999999999999,0.39,0.263,0.486,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,239,0.3290852790881171,0.293,0.293,0.028381080003142364,0.035118487645741644,0.06349956764888401,113.31607810807004
19627,2024,614,0.293,0.362,0.096,0.288,4.3,0.159,0.341,0.748,0.502,0.462,0.8390000000000001,0.684,0.212,0.332,0.456,0.0819999999999999,0.2289999999999999,0.442,0.236,0.386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,240,0.2942265522819249,0.293,0.293,-0.01338941760288243,0.0025735623280210714,-0.010815855274861359,97.73187788549981
12856,2024,614,0.22,0.245,0.098,0.187,5.7,0.113,0.284,0.753,0.49,0.615,0.8440000000000001,0.769,0.1639999999999999,0.507,0.3289999999999999,0.106,0.134,0.3979999999999999,0.2289999999999999,0.303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,0.2871921093630001,0.22,0.22,0.009525224084905646,-0.012918068234330537,-0.0033928441494248916,99.28850889265789
25768,2023,614,0.245,0.279,0.052,0.192,8.4,0.103,0.386,0.723,0.53,0.7,0.879,0.805,0.182,0.437,0.381,0.142,0.107,0.375,0.237,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,241,0.2966950250674352,0.245,0.245,0.008607969232206325,-0.0032065596988729095,0.005401409533333416,101.13269418836438
9166,2016,614,0.288,0.303,0.104,0.111,4.1,0.061,0.293,0.6809999999999999,0.471,0.7809999999999999,0.915,0.87,0.215,0.486,0.299,0.049,0.098,0.355,0.292,0.361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,220,0.3202799531787011,0.288,0.288,0.04817767724494902,0.02820260463953039,0.07638028188447941,116.01720826059845
23697,2024,613,0.273,0.344,0.062,0.254,4.7,0.155,0.405,0.763,0.5429999999999999,0.586,0.8220000000000001,0.7140000000000001,0.206,0.4429999999999999,0.351,0.083,0.138,0.356,0.278,0.366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,22,0.3097844451888546,0.273,0.273,0.007534591311352548,0.01580088074271195,0.0233354720540645,104.89352888635094
3473,2019,613,0.293,0.306,0.1159999999999999,0.14,4.0,0.0819999999999999,0.3379999999999999,0.653,0.455,0.745,0.8859999999999999,0.82,0.253,0.429,0.319,0.096,0.1989999999999999,0.429,0.247,0.373,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,0.3221457845991123,0.293,0.293,0.045791504388824296,0.03017424946142082,0.07596575385024512,115.93028030366543
6368,2018,613,0.281,0.311,0.039,0.152,3.0,0.122,0.419,0.735,0.5479999999999999,0.6409999999999999,0.8909999999999999,0.778,0.205,0.429,0.366,0.135,0.084,0.3989999999999999,0.265,0.314,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112,0.2859028228041228,0.281,0.281,0.021612955571383197,-0.013551961410361486,0.008060994161021712,101.6904182477335
